match_id,event_uuid,x,y,is_teammate,is_keeper,is_actor,period,minute,second,player_id,player_name,jersey_number,team_name
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,43.129726445250824,41.48119106491499,True,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,46.41922830942975,34.2769436941829,True,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,52.79031527885173,70.62849368354298,True,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,58.364393922845416,14.504200676603812,True,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,59.40564559104939,36.158927250319664,True,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,59.431402517753796,3.502602125271167,True,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,59.55389837842624,56.49004758089862,True,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,60.0,40.0,True,False,True,1,0,0,22067.0,Woo-Yeong Jeong,25.0,South Korea
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,60.06867371647598,49.47725874430222,False,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,63.464307402961296,29.456559173807083,False,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,66.93168868879155,24.18595950018456,False,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,73.38710140290988,49.67851734574856,False,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,76.36630746167546,38.257248445595806,False,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,78.33512801454617,25.215550834328205,False,False,False,1,0,0,,,,
3857299,d3581266-f9d1-4a9f-861a-caa9f2901326,86.99843459156281,17.688408765547212,False,False,False,1,0,0,,,,
3857299,4a8f4c03-fa49-4133-8d83-a431492fee11,34.529141120847015,34.8264808370547,True,False,False,1,0,1,,,,
3857299,4a8f4c03-fa49-4133-8d83-a431492fee11,42.400001525878906,45.70000076293945,True,False,True,1,0,1,5618.0,Woo-Young Jung,5.0,South Korea
3857299,4a8f4c03-fa49-4133-8d83-a431492fee11,44.68382170076233,37.698392157036636,True,False,False,1,0,1,,,,
3857299,4a8f4c03-fa49-4133-8d83-a431492fee11,53.136079782387874,76.5424450349779,True,False,False,1,0,1,,,,
