match_id,event_uuid,x,y,is_teammate,is_keeper,is_actor,period,minute,second,player_id,player_name,jersey_number,team_name
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,40.66185841246385,25.47772047962242,True,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,42.58185238822044,43.963301571689016,True,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,49.230777980251816,7.959187910121322,True,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,49.632591095198556,41.82306577893651,True,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,52.75753424828816,53.81325801961456,True,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,58.5528909496155,30.66737012071043,True,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,59.060958389138754,19.802784867538936,True,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,59.331013561468,27.43755703230552,True,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,59.37922779439843,53.24202188953698,True,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,60.0,40.0,True,False,True,1,0,0,10229.0,Emma Stina Blackstenius,11.0,Sweden Women's
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,62.41951421763306,54.26690778222426,False,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,65.00683379179753,50.97286062561469,False,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,67.58495536734705,35.209753520885826,False,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,69.97973041634563,22.735800742961626,False,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,71.65601725242709,31.465655890614276,False,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,75.70004820060578,44.520643408627194,False,False,False,1,0,0,,,,
3893796,de3bb821-3549-4d48-9d7b-0f7c4197e05b,75.88341704660911,22.229332491485142,False,False,False,1,0,0,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,41.3655832664501,23.71504073863285,True,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,42.52667124551931,42.66757610149518,True,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,50.5,39.900001525878906,True,False,True,1,0,1,62666.0,Ingrid Filippa Angeldal,16.0,Sweden Women's
3893796,712caab7-1eea-4fff-becb-5076a8def104,51.181549694292286,4.734910101634668,True,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,53.522928328204834,52.77882830992967,True,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,58.74284920068254,28.49085117136442,True,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,60.486350627785875,28.503737938703395,True,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,60.59655753926059,21.1414362816175,True,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,61.08650596553684,52.04242223088913,True,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,62.83951673168836,39.21009245641277,True,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,64.0177918175792,53.183785040220485,False,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,66.98065659303852,31.831777466761103,False,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,67.02512291913204,48.98749519657334,False,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,69.14233936570629,21.421250169273907,False,False,False,1,0,1,,,,
3893796,712caab7-1eea-4fff-becb-5076a8def104,71.75439645804073,31.367927596970652,False,False,False,1,0,1,,,,
